terminal_config,terminal_cpu,terminal_mem_gb,avg_cpu_by_quota_pct,avg_cpu_by_quota_pct_std,max_rss_mb,max_rss_mb_std,download_ms,download_ms_std,decrypt_ms,decrypt_ms_std,total_ms,total_ms_std
0.1vCPU_512MB,0.1,0.5,76.268,1.1150366212222216,117.1,2.5582111805799856,4909.1582,155.8347312534803,6771.7402,492.742162281158,11680.899000000001,557.9087171968388
0.25vCPU_512MB,0.25,0.5,49.928,2.95705859860023,115.5,2.223610677354389,4564.908600000001,207.59977642848162,2788.821,338.30510507988356,7353.730500000001,418.7592687160621
0.5vCPU_512MB,0.5,0.5,29.724,2.179226162349072,117.4,2.4810392087904525,4436.0183,149.42950111381018,1199.6035,168.65522180488676,5635.6223,222.94564479314982
1vCPU_512MB,1.0,0.5,12.504,1.1523521838203614,118.35,1.9155794017592809,4442.6864000000005,107.82070222282097,393.4513,54.06824111980053,4836.1383,112.54999443708955
2vCPU_512MB,2.0,0.5,7.636,0.46588505973994154,116.55,23.165407639649064,4408.2617,104.813481279896,414.4839,30.31720189540365,4822.746300000001,95.20960227256495
