delta,total_ms,total_ms_std,recompile_ms,recompile_ms_std,reencaps_ms,reencaps_ms_std,publication_ms,publication_ms_std
0.01,3706.9668000000006,20.632708605512747,52.31540000000001,9.461511356837,12.226099999999999,3.4754610709308134,3642.4245,15.347918745984154
0.1,3855.6666000000005,38.01246172624033,141.79590000000002,19.11166957908178,97.9477,16.50176486891293,3615.922,6.734294386859597
0.3,4229.257200000001,66.78242881976256,320.264,53.324574449518316,279.3692,18.941935292419892,3629.6231999999995,10.754073861668518
0.5,4554.977400000001,70.81334013086031,495.52479999999997,50.74076276481815,436.90749999999997,40.53243455760666,3622.5441,8.432544540844965
0.7,5009.080599999999,86.171457044404,774.1364,70.17189994134247,603.0996,31.293963660744534,3631.8439,5.8991927404423885
1.0,5629.659,83.36261454366436,1165.9896999999999,55.882819019504254,832.3307000000001,51.4309208162863,3631.3376,6.644233543289745
